Iterations mean,Iterations dev,Cost mean,Cost dev,Accuracy mean,Accuracy dev,Seconds
50.0,0.0,0.8136522300661787,0.007356006975513428,0.7398230088495575,0.06580882280558656,1112.8313687200134
