Cross iteration,Iteration,Cost,Accuracy
1.0,1.0,1.121561518192157,0.6428571428571429
1.0,2.0,1.1053548112374834,0.6428571428571429
1.0,3.0,1.0987363516989108,0.6428571428571429
1.0,4.0,1.0947042922799146,0.625
1.0,5.0,1.0904057759861394,0.5892857142857143
1.0,6.0,1.0896488319927518,0.625
1.0,7.0,1.085143280213094,0.625
1.0,8.0,1.0771217743778365,0.6428571428571429
1.0,9.0,1.076329989575873,0.6071428571428571
1.0,10.0,1.0704881857935045,0.6071428571428571
1.0,11.0,1.068501211950706,0.5714285714285714
1.0,12.0,1.065044124167642,0.5714285714285714
1.0,13.0,1.0604670135400316,0.5714285714285714
1.0,14.0,1.0548806383947376,0.5535714285714286
1.0,15.0,1.0507198683235754,0.5535714285714286
1.0,16.0,1.0468286534364917,0.5892857142857143
1.0,17.0,1.0454878500088687,0.5892857142857143
1.0,18.0,1.045627916322708,0.5892857142857143
1.0,19.0,1.0423605139141532,0.5892857142857143
1.0,20.0,1.0408121426297523,0.5892857142857143
1.0,21.0,1.0410470742105915,0.5892857142857143
1.0,22.0,1.0407675883263658,0.5892857142857143
1.0,23.0,1.043574457783895,0.5535714285714286
1.0,24.0,1.0449820447299243,0.5357142857142857
1.0,25.0,1.0440945884172452,0.5535714285714286
1.0,26.0,1.043150219947762,0.5357142857142857
1.0,27.0,1.0415457408519022,0.5357142857142857
1.0,28.0,1.0373379293596445,0.5357142857142857
1.0,29.0,1.0324090076360675,0.5535714285714286
1.0,30.0,1.0262385891051502,0.5714285714285714
1.0,31.0,1.0235093603579888,0.5714285714285714
1.0,32.0,1.021055705901986,0.5535714285714286
1.0,33.0,1.0179954497241404,0.5714285714285714
1.0,34.0,1.0125321609940137,0.5714285714285714
1.0,35.0,1.0067026855730714,0.5892857142857143
1.0,36.0,1.002207375343555,0.5535714285714286
1.0,37.0,0.9993669336155311,0.5535714285714286
1.0,38.0,0.9947576202764257,0.5535714285714286
1.0,39.0,0.9900427260808368,0.5535714285714286
1.0,40.0,0.9848796637691362,0.5535714285714286
1.0,41.0,0.9798735625409073,0.5535714285714286
1.0,42.0,0.9743165616674785,0.5357142857142857
1.0,43.0,0.9687678161755128,0.5714285714285714
1.0,44.0,0.9641161741094908,0.5892857142857143
1.0,45.0,0.9595500244465816,0.5535714285714286
1.0,46.0,0.9550164636694425,0.5535714285714286
1.0,47.0,0.9521069918016547,0.5535714285714286
1.0,48.0,0.9503135155248447,0.5714285714285714
1.0,49.0,0.9488625852706883,0.5535714285714286
1.0,50.0,0.9483651254504142,0.5535714285714286
1.0,51.0,0.9490356670934891,0.5535714285714286
1.0,52.0,0.9511726677477612,0.5535714285714286
1.0,53.0,0.9554431436086358,0.5178571428571429
1.0,54.0,0.9619521663034998,0.5178571428571429
1.0,55.0,0.972127312353012,0.4642857142857143
1.0,56.0,0.9782716448774829,0.4642857142857143
1.0,57.0,0.9778174982617933,0.4642857142857143
1.0,58.0,0.9781320188543472,0.4642857142857143
1.0,59.0,0.9745258911290399,0.44642857142857145
1.0,60.0,0.9700762634160198,0.42857142857142855
1.0,61.0,0.9649237491783994,0.44642857142857145
1.0,62.0,0.9583999582276896,0.5357142857142857
1.0,63.0,0.9560239625495612,0.5714285714285714
1.0,64.0,0.9572434012292556,0.5892857142857143
1.0,65.0,0.9601769139166908,0.5714285714285714
1.0,66.0,0.965314026318754,0.5714285714285714
1.0,67.0,0.9690256171959845,0.6071428571428571
1.0,68.0,0.971396249956583,0.625
1.0,69.0,0.9762982255162159,0.625
1.0,70.0,0.9786933807606983,0.625
1.0,71.0,0.9735501819607514,0.625
1.0,72.0,0.9668333869579733,0.625
1.0,73.0,0.958868539440727,0.625
1.0,74.0,0.9514059844917515,0.6428571428571429
1.0,75.0,0.9465962164536027,0.6071428571428571
1.0,76.0,0.9438327398916374,0.5535714285714286
1.0,77.0,0.9425254010483591,0.5535714285714286
1.0,78.0,0.9417960760328155,0.5535714285714286
1.0,79.0,0.9436170991177917,0.5178571428571429
1.0,80.0,0.949694948569242,0.42857142857142855
1.0,81.0,0.9537390200183159,0.4107142857142857
1.0,82.0,0.9590149423413655,0.4107142857142857
1.0,83.0,0.9634480361782279,0.44642857142857145
1.0,84.0,0.9732000082552836,0.4107142857142857
1.0,85.0,0.9853548367703514,0.4107142857142857
1.0,86.0,0.9931062278223736,0.4107142857142857
1.0,87.0,1.002021709480219,0.42857142857142855
1.0,88.0,1.0153062262314057,0.4107142857142857
1.0,89.0,1.0185352559668952,0.44642857142857145
1.0,90.0,1.0122585361610925,0.44642857142857145
1.0,91.0,0.9985637478960241,0.42857142857142855
1.0,92.0,0.9886177679515066,0.44642857142857145
1.0,93.0,0.9773014300319459,0.4642857142857143
1.0,94.0,0.9596096420749648,0.5
1.0,95.0,0.9475096701341532,0.5535714285714286
1.0,96.0,0.9343223716575867,0.48214285714285715
1.0,97.0,0.9271175935259929,0.5357142857142857
1.0,98.0,0.9220361974799945,0.5535714285714286
1.0,99.0,0.9208761947146795,0.5714285714285714
1.0,100.0,0.9222074182805,0.625
2.0,1.0,1.1280684424119944,0.5178571428571429
2.0,2.0,1.117297248839813,0.5357142857142857
2.0,3.0,1.109633128038636,0.5535714285714286
2.0,4.0,1.1006916888791511,0.5535714285714286
2.0,5.0,1.0908112782159776,0.5892857142857143
2.0,6.0,1.08251475290859,0.6071428571428571
2.0,7.0,1.0749512412890274,0.625
2.0,8.0,1.0687740674154869,0.625
2.0,9.0,1.062685696347936,0.6071428571428571
2.0,10.0,1.0578264303924156,0.6071428571428571
2.0,11.0,1.0577349705554475,0.625
2.0,12.0,1.0586003597059912,0.6071428571428571
2.0,13.0,1.0572289059355457,0.6071428571428571
2.0,14.0,1.0579756500713473,0.6071428571428571
2.0,15.0,1.0601250442263053,0.625
2.0,16.0,1.0608710715347918,0.625
2.0,17.0,1.0620810708830501,0.6428571428571429
2.0,18.0,1.0661501886830926,0.625
2.0,19.0,1.0734758627189287,0.5357142857142857
2.0,20.0,1.0803012955697804,0.5357142857142857
2.0,21.0,1.086498237636761,0.5357142857142857
2.0,22.0,1.089359227784715,0.5714285714285714
2.0,23.0,1.0972988573537446,0.5714285714285714
2.0,24.0,1.1064642365341684,0.5892857142857143
2.0,25.0,1.1156622267700962,0.5357142857142857
2.0,26.0,1.1178549191233982,0.5357142857142857
2.0,27.0,1.1163609904708878,0.5357142857142857
2.0,28.0,1.1177704228175227,0.5357142857142857
2.0,29.0,1.1129888312129688,0.5357142857142857
2.0,30.0,1.1096917716431045,0.5357142857142857
2.0,31.0,1.1040009992535558,0.5714285714285714
2.0,32.0,1.1007676784972045,0.5714285714285714
2.0,33.0,1.0957528020103147,0.5535714285714286
2.0,34.0,1.0885652541605033,0.6071428571428571
2.0,35.0,1.078257163943706,0.5892857142857143
2.0,36.0,1.0690449859345286,0.5892857142857143
2.0,37.0,1.0599379674552931,0.5714285714285714
2.0,38.0,1.0521381434507244,0.5535714285714286
2.0,39.0,1.0468058431087723,0.5892857142857143
2.0,40.0,1.041583647951182,0.6071428571428571
2.0,41.0,1.0368343851336779,0.5892857142857143
2.0,42.0,1.0336168616430534,0.5892857142857143
2.0,43.0,1.031007352923699,0.625
