Cross iteration,Iteration,Cost,Accuracy
1.0,1.0,1.0095381429749346,0.24
1.0,2.0,0.9928431788824296,0.25
1.0,3.0,0.9635200384863774,0.25
1.0,4.0,0.9337170971290684,0.25
1.0,5.0,0.8955266051771882,0.25
1.0,6.0,0.8588023131263969,0.25
1.0,7.0,0.8322289197337881,0.25
1.0,8.0,0.803965690898552,0.25
1.0,9.0,0.7789949377138365,0.25
1.0,10.0,0.7605738317653954,0.25
1.0,11.0,0.7474354365983591,0.25
1.0,12.0,0.7349087864520784,0.25
1.0,13.0,0.7248878530650045,0.25
1.0,14.0,0.7161948476341193,0.26
1.0,15.0,0.7067994162374052,0.26
1.0,16.0,0.69728325217945,0.29
1.0,17.0,0.6861625937716496,0.29
1.0,18.0,0.6693383949515008,0.29
1.0,19.0,0.6532447490249369,0.31
1.0,20.0,0.63961012464115,0.34
1.0,21.0,0.6254891659639062,0.34
1.0,22.0,0.6108961672424673,0.36
1.0,23.0,0.5929906183715872,0.39
1.0,24.0,0.5786547892745746,0.4
1.0,25.0,0.5670154422161384,0.4
1.0,26.0,0.5608250056331006,0.4
1.0,27.0,0.5478895139347947,0.4
1.0,28.0,0.5335197287949045,0.4
1.0,29.0,0.5202789501816933,0.41
1.0,30.0,0.5071774469254828,0.41
1.0,31.0,0.48979054760917934,0.43
1.0,32.0,0.4676480580595881,0.43
1.0,33.0,0.44363530132205253,0.43
1.0,34.0,0.4215672649588273,0.43
1.0,35.0,0.3954653351849451,0.43
1.0,36.0,0.37313185668371945,0.43
1.0,37.0,0.3542158634253753,0.45
1.0,38.0,0.33778437292810526,0.44
1.0,39.0,0.3257415703043571,0.44
1.0,40.0,0.31704847517240775,0.44
1.0,41.0,0.31145456250061515,0.44
1.0,42.0,0.3106631611350002,0.44
1.0,43.0,0.31226498592145935,0.44
1.0,44.0,0.3133274249452808,0.44
1.0,45.0,0.31747426816650604,0.43
1.0,46.0,0.32262116924211304,0.43
1.0,47.0,0.3282794321982475,0.43
1.0,48.0,0.3309892510088457,0.42
1.0,49.0,0.3312768514447971,0.42
1.0,50.0,0.3293507533810924,0.42
1.0,51.0,0.3249205650278108,0.43
1.0,52.0,0.32076082117498594,0.43
1.0,53.0,0.31935686110480394,0.44
1.0,54.0,0.31766738292122065,0.44
1.0,55.0,0.3158902308905083,0.45
1.0,56.0,0.31670774848832417,0.45
1.0,57.0,0.31525150219812065,0.45
1.0,58.0,0.31625431096788625,0.45
1.0,59.0,0.3113846251735218,0.45
1.0,60.0,0.30469547884157766,0.45
1.0,61.0,0.29817680915620887,0.45
1.0,62.0,0.29186726387827905,0.45
1.0,63.0,0.2872163879277047,0.45
1.0,64.0,0.2833235399046442,0.45
1.0,65.0,0.28063139572430407,0.45
1.0,66.0,0.2752178458320954,0.45
1.0,67.0,0.2713892186702248,0.45
1.0,68.0,0.2675977358500048,0.45
1.0,69.0,0.2659479136675032,0.45
1.0,70.0,0.26410521691691174,0.45
1.0,71.0,0.26296035885028257,0.45
1.0,72.0,0.26253243273285465,0.45
1.0,73.0,0.26211328831652064,0.45
1.0,74.0,0.26186744998843736,0.45
1.0,75.0,0.26262614431708997,0.45
1.0,76.0,0.26220668047956147,0.45
1.0,77.0,0.2621725338402902,0.45
1.0,78.0,0.26229917011195314,0.45
