Iterations mean,Iterations dev,Cost mean,Cost dev,Accuracy mean,Accuracy dev,Seconds
100.0,0.0,0.2537995837869412,0.004219183660405828,0.5,0.059254629448770586,6421.312510545
100.0,0.0,0.3304453287506662,0.006997274735392589,0.461,0.0659039705430055,7628.464099475001
100.0,0.0,0.3301461332910736,0.011300754108349291,0.462,0.062325311426774645,7796.049266506998
100.0,0.0,0.2513321731304014,0.0023856748032207433,0.5,0.0492160768674447,9671.296647078001
100.0,0.0,0.28447751359833817,0.02653960942863897,0.491,0.039846929339382935,11553.007641060998
100.0,0.0,0.2682386423514394,0.010415802518606443,0.494,0.05581716183715862,13455.050840546006
100.0,0.0,0.25151316002660495,0.002173710743712907,0.5,0.05811865258054232,15403.007151726997
100.0,0.0,0.28009415320985603,0.01569424563028832,0.498,0.02936362072739367,17337.79893690099
100.0,0.0,0.28282329849479604,0.029712604234209544,0.5,0.03231786571610887,19259.739840305992
100.0,0.0,0.25350729797879984,0.005320090508819457,0.5,0.03464101615137756,21127.65144642901
