Cross iteration,Iteration,Cost,Accuracy
1.0,1.0,1.2389575542605082,0.1
1.0,2.0,1.1306044701792564,0.11
1.0,3.0,1.036110657398431,0.13
1.0,4.0,0.9353549568232882,0.17
1.0,5.0,0.8388432175246348,0.23
1.0,6.0,0.7536416317023792,0.25
1.0,7.0,0.6878224223856979,0.26
1.0,8.0,0.6376316325508203,0.3
1.0,9.0,0.6142748601879228,0.33
1.0,10.0,0.6130579900389929,0.34
1.0,11.0,0.623353069485149,0.34
1.0,12.0,0.6333400419854227,0.36
1.0,13.0,0.6452453784378599,0.36
1.0,14.0,0.655836856467375,0.36
1.0,15.0,0.6595594301827749,0.36
1.0,16.0,0.6675121859485554,0.36
1.0,17.0,0.6735347203529128,0.38
1.0,18.0,0.6812030799237022,0.39
1.0,19.0,0.6889131788570364,0.4
1.0,20.0,0.6940324280617007,0.4
1.0,21.0,0.6953959900238235,0.4
1.0,22.0,0.7005674906760777,0.4
1.0,23.0,0.6996371927294202,0.4
1.0,24.0,0.6924688809132392,0.4
1.0,25.0,0.6900082275652467,0.4
1.0,26.0,0.6890535626005395,0.4
1.0,27.0,0.6873545415932822,0.4
1.0,28.0,0.677679738439462,0.4
1.0,29.0,0.6777016504512122,0.4
1.0,30.0,0.6748887055103493,0.39
1.0,31.0,0.665720819940246,0.39
1.0,32.0,0.6577221081085802,0.38
1.0,33.0,0.6516027096499084,0.36
1.0,34.0,0.6420708686772988,0.36
1.0,35.0,0.6367216904798337,0.36
1.0,36.0,0.6239037531491332,0.36
1.0,37.0,0.6158555465389102,0.36
1.0,38.0,0.6091623177521863,0.36
1.0,39.0,0.6028630155819744,0.36
1.0,40.0,0.599313734561951,0.35
1.0,41.0,0.5956937097739015,0.34
1.0,42.0,0.5965531155001709,0.36
1.0,43.0,0.5983386478590702,0.36
1.0,44.0,0.5976605558277001,0.36
1.0,45.0,0.6001090550643386,0.36
1.0,46.0,0.6082556239530098,0.36
1.0,47.0,0.6143517113477244,0.38
1.0,48.0,0.617343894265717,0.39
1.0,49.0,0.6186938960203168,0.39
1.0,50.0,0.6134354345609648,0.39
1.0,51.0,0.6159761809199101,0.39
1.0,52.0,0.6117780395320956,0.39
1.0,53.0,0.6091733134825733,0.39
1.0,54.0,0.5974125174522414,0.39
1.0,55.0,0.5823611287350128,0.36
1.0,56.0,0.5718001144704572,0.36
1.0,57.0,0.5643840776742479,0.36
1.0,58.0,0.5593333416564197,0.36
1.0,59.0,0.5543730934264819,0.36
1.0,60.0,0.549540178473775,0.36
1.0,61.0,0.543091476832881,0.36
1.0,62.0,0.5375294699624628,0.36
1.0,63.0,0.5322809709401671,0.36
1.0,64.0,0.5266410848852973,0.36
1.0,65.0,0.5213556645060873,0.36
1.0,66.0,0.5162360329031239,0.36
1.0,67.0,0.5103946709278597,0.36
1.0,68.0,0.5036431897203284,0.36
1.0,69.0,0.49765155026920505,0.37
1.0,70.0,0.49208437922979487,0.37
1.0,71.0,0.4874868810937183,0.37
1.0,72.0,0.4815940471534387,0.37
1.0,73.0,0.4771537506938393,0.39
1.0,74.0,0.4731492580471665,0.4
1.0,75.0,0.4682693560754339,0.4
1.0,76.0,0.4640339899193444,0.4
1.0,77.0,0.45848777314067807,0.41
1.0,78.0,0.4497613504097165,0.41
1.0,79.0,0.4406613090252372,0.4
1.0,80.0,0.4302548179948821,0.4
1.0,81.0,0.422351467251876,0.4
